employee_id,first_name,last_name,full_name,gender,birthdate,hiredate,termdate,department,job_title,state,city,education_level,salary,status,location,age,length_of_hire,attrition_risk_score,attrition_risk_label,top_factor_1,top_factor_2,top_factor_3,market_salary_mid,salary_vs_market_pct
EMP04540,Thomas,Chase,Thomas Chase,Male,1989-02-01,2016-04-27,,Customer Service,Customer Service Representative,West Virginia,Morgantown,High School,63649,Active,Branch,37,9,0.0,N/A,,,,,
EMP04541,Nathan,Torres,Nathan Torres,Male,1990-04-23,2020-10-09,,IT,Software Developer,New York,Rochester,Master,102013,Active,HQ,35,5,0.0,N/A,,,,,
EMP04542,Michael,Mcgee,Michael Mcgee,Male,1991-03-24,2018-06-24,,Operations,Logistics Coordinator,Michigan,Detroit,Bachelor,73337,Active,Branch,35,7,0.0,N/A,,,,,
EMP04543,Kyle,Elliott,Kyle Elliott,Male,1988-04-12,2018-10-24,,Operations,Logistics Coordinator,New York,Buffalo,Bachelor,67782,Active,HQ,37,7,0.0,N/A,,,,,
EMP04544,Robert,Gill,Robert Gill,Female,1995-10-20,2017-06-06,,Marketing,Marketing Coordinator,Ohio,Columbus,Bachelor,59543,Active,Branch,30,8,0.0,N/A,,,,,
EMP04545,Brian,Ortiz,Brian Ortiz,Male,1977-12-23,2016-09-07,,IT,IT Support Specialist,New York,Buffalo,High School,63509,Active,HQ,48,9,0.0,N/A,,,,,
EMP04546,Linda,Proctor,Linda Proctor,Male,1980-05-02,2017-10-25,,Operations,Operations Analyst,Michigan,Grand Rapids,Bachelor,77098,Active,Branch,45,8,0.0,N/A,,,,,
EMP04547,Joshua,Cardenas,Joshua Cardenas,Female,1989-07-21,2015-03-20,,Customer Service,Customer Service Representative,New York,Buffalo,High School,60789,Active,HQ,36,11,0.0,N/A,,,,,
EMP04548,Jason,Moran,Jason Moran,Female,2004-02-24,2017-04-25,,Sales,Sales Representative,New York,New York City,Bachelor,65604,Active,HQ,22,8,0.0,N/A,,,,,
EMP04549,Marissa,Johnson,Marissa Johnson,Male,2001-01-18,2021-06-16,,IT,Software Developer,New York,New York City,Bachelor,83814,Active,HQ,25,4,0.0,N/A,,,,,
EMP04550,Krystal,Nguyen,Krystal Nguyen,Male,2000-05-31,2024-08-05,,Customer Service,Customer Service Representative,Michigan,Warren,Bachelor,62418,Active,Branch,25,1,0.0,N/A,,,,,
EMP04551,Joanne,Salinas,Joanne Salinas,Male,1991-03-08,2017-08-28,,Operations,Operations Analyst,West Virginia,Morgantown,Bachelor,66595,Active,Branch,35,8,0.0,N/A,,,,,
EMP04552,Wesley,Gates,Wesley Gates,Female,1981-10-16,2022-02-11,,Operations,Operations Manager,Michigan,Grand Rapids,Bachelor,102533,Active,Branch,44,4,0.0,N/A,,,,,
EMP04553,Charles,Martin,Charles Martin,Male,1986-02-25,2017-10-08,,Finance,Financial Analyst,New York,Rochester,PhD,86780,Active,HQ,40,8,0.0,N/A,,,,,
EMP04554,Timothy,Griffith,Timothy Griffith,Female,2003-07-15,2016-07-01,,Customer Service,Help Desk Technician,New York,Buffalo,Bachelor,82569,Active,HQ,22,9,0.0,N/A,,,,,
EMP04555,Stephanie,Arroyo,Stephanie Arroyo,Female,2000-10-15,2023-10-31,,Operations,Logistics Coordinator,New York,New York City,Bachelor,56986,Active,HQ,25,2,0.0,N/A,,,,,
EMP04556,Donna,Watts,Donna Watts,Female,1970-10-28,2023-12-19,,Customer Service,Support Specialist,Michigan,Grand Rapids,Bachelor,65436,Active,Branch,55,2,0.0,N/A,,,,,
EMP04557,Jasmine,Wright,Jasmine Wright,Male,1982-10-05,2021-08-24,,Customer Service,Support Specialist,Michigan,Grand Rapids,High School,63515,Active,Branch,43,4,0.0,N/A,,,,,
EMP04558,Brenda,Brown,Brenda Brown,Female,1987-01-13,2016-01-22,,Customer Service,Customer Service Representative,New York,Rochester,High School,61885,Active,HQ,39,10,0.0,N/A,,,,,
EMP04559,Danielle,Hill,Danielle Hill,Female,1964-01-07,2019-05-24,,Operations,Operations Analyst,Michigan,Warren,Bachelor,58867,Active,Branch,62,6,0.0,N/A,,,,,
EMP04560,Samuel,Mitchell,Samuel Mitchell,Male,1971-10-17,2019-07-03,,Finance,Accounts Payable Specialist,New York,New York City,Bachelor,74317,Active,HQ,54,6,0.0,N/A,,,,,
EMP04561,Dennis,Brady,Dennis Brady,Male,1987-05-31,2019-05-07,,IT,IT Support Specialist,New York,New York City,Bachelor,72646,Active,HQ,38,6,0.0,N/A,,,,,
EMP04562,Tiffany,Oconnor,Tiffany Oconnor,Male,1986-12-15,2022-11-17,,IT,IT Support Specialist,New York,Buffalo,Bachelor,66593,Active,HQ,39,3,0.0,N/A,,,,,
EMP04563,Edward,Hernandez,Edward Hernandez,Female,2002-01-29,2022-04-27,,Finance,Accounts Payable Specialist,New York,Rochester,Bachelor,55311,Active,HQ,24,3,0.0,N/A,,,,,
EMP04564,Audrey,Hoffman,Audrey Hoffman,Male,1962-01-20,2017-06-20,,Sales,Sales Representative,New York,New York City,Bachelor,83495,Active,HQ,64,8,0.0,N/A,,,,,
EMP04565,John,Armstrong,John Armstrong,Female,1961-06-20,2023-10-24,,Customer Service,Support Specialist,Ohio,Columbus,Bachelor,64029,Active,Branch,64,2,0.0,N/A,,,,,
EMP04566,Donna,Hawkins,Donna Hawkins,Male,1983-09-09,2015-11-14,,Sales,Sales Specialist,New York,Buffalo,PhD,67458,Active,HQ,42,10,0.0,N/A,,,,,
EMP04567,Kelly,Johnson,Kelly Johnson,Female,1968-02-27,2023-10-27,,IT,System Administrator,New York,Rochester,Master,72992,Active,HQ,58,2,0.0,N/A,,,,,
EMP04568,Kayla,Harrell,Kayla Harrell,Female,1979-07-27,2017-09-29,,Customer Service,Support Specialist,New York,Buffalo,High School,64968,Active,HQ,46,8,0.0,N/A,,,,,
EMP04569,Jennifer,Edwards,Jennifer Edwards,Female,1989-02-21,2017-11-28,,Operations,Inventory Specialist,New York,Buffalo,High School,55611,Active,HQ,37,8,0.0,N/A,,,,,
EMP04570,Michael,Mejia,Michael Mejia,Male,1969-08-23,2018-10-18,,Customer Service,Support Specialist,New York,Rochester,High School,67286,Active,HQ,56,7,0.0,N/A,,,,,
EMP04571,Nicole,Lopez,Nicole Lopez,Female,2003-02-17,2022-07-01,,Sales,Sales Consultant,New York,Rochester,Bachelor,66412,Active,HQ,23,3,0.0,N/A,,,,,
EMP04572,Jeremy,Cox,Jeremy Cox,Female,1974-08-22,2023-03-19,,IT,Software Developer,New York,New York City,Master,98733,Active,HQ,51,3,0.0,N/A,,,,,
EMP04573,Erica,Padilla,Erica Padilla,Female,1986-05-26,2017-04-10,,Operations,Logistics Coordinator,North Carolina,Greensboro,Bachelor,62145,Active,Branch,39,8,0.0,N/A,,,,,
EMP04574,Cassandra,Cantu,Cassandra Cantu,Female,1989-03-04,2022-02-24,,Operations,Inventory Specialist,Michigan,Detroit,Bachelor,53626,Active,Branch,37,4,0.0,N/A,,,,,
EMP04575,David,Jenkins,David Jenkins,Male,1976-08-03,2018-06-03,,Customer Service,Support Specialist,New York,Rochester,High School,67006,Active,HQ,49,7,0.0,N/A,,,,,
EMP04576,Linda,Yates,Linda Yates,Male,1979-01-03,2019-11-19,,Marketing,Content Creator,New York,Rochester,High School,57199,Active,HQ,47,6,0.0,N/A,,,,,
EMP04577,Allison,Durham,Allison Durham,Male,1994-02-22,2019-07-18,,Sales,Sales Specialist,New York,New York City,PhD,80273,Active,HQ,32,6,0.0,N/A,,,,,
EMP04578,Nathaniel,Knight,Nathaniel Knight,Male,2003-08-05,2018-01-13,,Operations,Operations Analyst,New York,New York City,Master,67177,Active,HQ,22,8,0.0,N/A,,,,,
EMP04579,Susan,Marks,Susan Marks,Male,1997-12-03,2017-05-08,,IT,System Administrator,New York,New York City,Bachelor,93229,Active,HQ,28,8,0.0,N/A,,,,,
EMP04580,Kristy,Vasquez,Kristy Vasquez,Female,1959-11-05,2020-08-11,,Marketing,Content Creator,New York,New York City,High School,57943,Active,HQ,66,5,0.0,N/A,,,,,
EMP04581,Matthew,Jones,Matthew Jones,Male,1977-05-12,2024-01-30,,Sales,Sales Consultant,New York,Buffalo,Master,86158,Active,HQ,48,2,0.0,N/A,,,,,
EMP04582,Annette,Mccann,Annette Mccann,Male,2003-09-12,2016-10-30,,Operations,Inventory Specialist,New York,Buffalo,Bachelor,69544,Active,HQ,22,9,0.0,N/A,,,,,
EMP04583,Daniel,Moore,Daniel Moore,Male,1966-04-22,2022-07-19,,Customer Service,Customer Service Representative,New York,Buffalo,Bachelor,74229,Active,HQ,59,3,0.0,N/A,,,,,
EMP04584,Meghan,Miller,Meghan Miller,Female,1991-05-31,2020-12-24,,Operations,Inventory Specialist,Pennsylvania,Allentown,Bachelor,57788,Active,Branch,34,5,0.0,N/A,,,,,
EMP04585,Taylor,Santos,Taylor Santos,Female,1961-09-24,2017-03-16,,Operations,Operations Analyst,New York,Rochester,Master,63606,Active,HQ,64,9,0.0,N/A,,,,,
EMP04586,Karen,Wang,Karen Wang,Male,1974-09-10,2017-06-17,,Sales,Sales Specialist,Michigan,Grand Rapids,Bachelor,66320,Active,Branch,51,8,0.0,N/A,,,,,
EMP04587,Lisa,Owens,Lisa Owens,Male,1979-04-15,2016-12-11,,Customer Service,Help Desk Technician,Ohio,Cleveland,High School,64758,Active,Branch,46,9,0.0,N/A,,,,,
EMP04588,Nicole,Stevenson,Nicole Stevenson,Male,1990-11-27,2020-09-09,,Finance,Financial Analyst,New York,New York City,PhD,72137,Active,HQ,35,5,0.0,N/A,,,,,
EMP04589,Mark,White,Mark White,Female,1975-02-13,2020-08-11,,Sales,Sales Specialist,New York,Rochester,PhD,95557,Active,HQ,51,5,0.0,N/A,,,,,
EMP04590,Matthew,Rose,Matthew Rose,Female,1974-08-26,2015-09-26,,Operations,Operations Analyst,New York,Rochester,Bachelor,82465,Active,HQ,51,10,0.0,N/A,,,,,
EMP04591,Jodi,Fry,Jodi Fry,Male,1999-01-22,2016-12-11,,Sales,Sales Consultant,New York,Rochester,Bachelor,89305,Active,HQ,27,9,0.0,N/A,,,,,
EMP04592,Andrew,Andrews,Andrew Andrews,Male,1966-12-18,2020-01-03,,Sales,Sales Specialist,New York,New York City,PhD,78963,Active,HQ,59,6,0.0,N/A,,,,,
EMP04593,Cindy,Price,Cindy Price,Male,1977-11-05,2022-01-04,,IT,Software Developer,Michigan,Warren,Master,90459,Active,Branch,48,4,0.0,N/A,,,,,
EMP04594,Jeffrey,Simmons,Jeffrey Simmons,Male,1986-07-31,2017-04-11,,IT,Software Developer,New York,Buffalo,Master,77543,Active,HQ,39,8,0.0,N/A,,,,,
EMP04595,Melissa,Silva,Melissa Silva,Female,2001-05-15,2022-10-26,,Sales,Sales Representative,New York,Rochester,Bachelor,64414,Active,HQ,24,3,0.0,N/A,,,,,
EMP04596,Mark,Ellis,Mark Ellis,Male,1979-07-24,2020-09-15,,IT,System Administrator,New York,New York City,Master,85086,Active,HQ,46,5,0.0,N/A,,,,,
EMP04597,James,Underwood,James Underwood,Male,1961-06-20,2017-12-26,,Operations,Logistics Coordinator,New York,Rochester,Bachelor,68393,Active,HQ,64,8,0.0,N/A,,,,,
EMP04598,Michael,Beard,Michael Beard,Male,1966-08-31,2017-12-03,,Operations,Operations Analyst,New York,Rochester,Master,91813,Active,HQ,59,8,0.0,N/A,,,,,
EMP04599,Barbara,Lopez,Barbara Lopez,Male,2003-06-15,2020-02-27,,Operations,Inventory Specialist,Michigan,Grand Rapids,High School,63741,Active,Branch,22,6,0.0,N/A,,,,,
EMP04600,Jamie,White,Jamie White,Male,1991-10-09,2019-01-11,,IT,IT Support Specialist,New York,New York City,Bachelor,71910,Active,HQ,34,7,0.0,N/A,,,,,
EMP04601,Amanda,Blackburn,Amanda Blackburn,Male,1979-06-20,2017-01-16,,Operations,Logistics Coordinator,New York,Buffalo,Bachelor,63379,Active,HQ,46,9,0.0,N/A,,,,,
EMP04602,Kimberly,Fernandez,Kimberly Fernandez,Male,1971-08-16,2016-01-27,,Sales,Sales Specialist,New York,New York City,Bachelor,70276,Active,HQ,54,10,0.0,N/A,,,,,
EMP04603,Mark,Stewart,Mark Stewart,Male,1963-04-30,2017-03-31,,Marketing,Marketing Coordinator,New York,Buffalo,Bachelor,76850,Active,HQ,62,9,0.0,N/A,,,,,
EMP04604,Dominique,Harris,Dominique Harris,Male,1981-06-28,2022-03-05,,Finance,Accounts Payable Specialist,New York,Rochester,Bachelor,70018,Active,HQ,44,4,0.0,N/A,,,,,
EMP04605,Roger,Nelson,Roger Nelson,Male,1966-12-17,2022-12-30,,Operations,Inventory Specialist,New York,New York City,Bachelor,70979,Active,HQ,59,3,0.0,N/A,,,,,
EMP04606,Samantha,Barton,Samantha Barton,Male,1980-10-22,2024-01-11,,Operations,Logistics Coordinator,New York,Buffalo,Bachelor,64226,Active,HQ,45,2,0.0,N/A,,,,,
EMP04607,Derrick,Nolan,Derrick Nolan,Female,1960-10-18,2020-06-19,,Marketing,Content Creator,New York,Buffalo,High School,64095,Active,HQ,65,5,0.0,N/A,,,,,
EMP04608,David,Gould,David Gould,Male,1994-06-06,2020-01-10,,Operations,Logistics Coordinator,New York,Buffalo,Bachelor,66280,Active,HQ,31,6,0.0,N/A,,,,,
EMP04609,Scott,Manning,Scott Manning,Female,1973-09-21,2023-10-15,,Marketing,SEO Specialist,New York,Rochester,Bachelor,78299,Active,HQ,52,2,0.0,N/A,,,,,
EMP04610,Jason,Williams,Jason Williams,Female,1999-11-29,2017-06-20,,Operations,Operations Analyst,New York,Rochester,Master,74795,Active,HQ,26,8,0.0,N/A,,,,,
EMP04611,Raymond,Harris,Raymond Harris,Male,1960-09-21,2016-05-27,,Marketing,Content Creator,Ohio,Cincinnati,High School,63441,Active,Branch,65,9,0.0,N/A,,,,,
EMP04612,Brittany,Martinez,Brittany Martinez,Female,1969-11-16,2017-03-10,,Sales,Sales Consultant,New York,New York City,Master,109952,Active,HQ,56,9,0.0,N/A,,,,,
EMP04613,William,Lane,William Lane,Male,2003-04-26,2017-07-20,,Sales,Sales Specialist,North Carolina,Greensboro,Master,78441,Active,Branch,22,8,0.0,N/A,,,,,
EMP04614,David,Sherman,David Sherman,Male,1983-08-27,2023-02-16,,Customer Service,Customer Service Representative,New York,Rochester,Bachelor,59375,Active,HQ,42,3,0.0,N/A,,,,,
EMP04615,Shelia,Yang,Shelia Yang,Female,1977-08-15,2023-05-20,,Operations,Logistics Coordinator,Michigan,Grand Rapids,Bachelor,63338,Active,Branch,48,2,0.0,N/A,,,,,
EMP04616,Kara,Stewart,Kara Stewart,Female,1978-12-25,2023-03-16,,Operations,Inventory Specialist,New York,Rochester,Bachelor,60254,Active,HQ,47,3,0.0,N/A,,,,,
EMP04617,Jason,Davis,Jason Davis,Male,2001-01-09,2015-07-16,,Sales,Sales Consultant,New York,New York City,Bachelor,72839,Active,HQ,25,10,0.0,N/A,,,,,
EMP04618,Michael,Scott,Michael Scott,Female,1999-04-15,2019-02-13,,Operations,Logistics Coordinator,New York,Buffalo,Bachelor,53037,Active,HQ,26,7,0.0,N/A,,,,,
EMP04619,Sierra,Smith,Sierra Smith,Female,2002-06-29,2018-05-28,,Operations,Logistics Coordinator,New York,Rochester,Bachelor,62332,Active,HQ,23,7,0.0,N/A,,,,,
EMP04620,Linda,Ross,Linda Ross,Female,1974-08-31,2019-11-30,,HR,Recruiter,Michigan,Detroit,High School,57978,Active,Branch,51,6,0.0,N/A,,,,,
EMP04621,Craig,Ward,Craig Ward,Female,1983-11-17,2023-05-01,,Sales,Sales Specialist,New York,Rochester,Bachelor,63106,Active,HQ,42,2,0.0,N/A,,,,,
EMP04622,Mary,Hamilton,Mary Hamilton,Female,1989-03-05,2016-11-25,,IT,IT Support Specialist,New York,New York City,High School,53717,Active,HQ,37,9,0.0,N/A,,,,,
EMP04623,Denise,Perez,Denise Perez,Male,1990-03-08,2023-09-30,,Operations,Logistics Coordinator,New York,Buffalo,Bachelor,61445,Active,HQ,36,2,0.0,N/A,,,,,
EMP04624,Christopher,Schneider,Christopher Schneider,Female,1962-12-05,2018-06-01,,Sales,Sales Consultant,New York,Buffalo,PhD,93309,Active,HQ,63,7,0.0,N/A,,,,,
EMP04625,Nancy,Smith,Nancy Smith,Female,1994-10-03,2015-04-17,,Operations,Logistics Coordinator,Illinois,Chicago,Bachelor,62705,Active,Branch,31,10,0.0,N/A,,,,,
EMP04626,Jessica,Merritt,Jessica Merritt,Female,1966-07-29,2018-01-18,,Operations,Inventory Specialist,New York,Rochester,Bachelor,62718,Active,HQ,59,8,0.0,N/A,,,,,
EMP04627,Donald,Wright,Donald Wright,Female,1979-09-03,2015-08-08,,Operations,Inventory Specialist,New York,Rochester,Bachelor,57828,Active,HQ,46,10,0.0,N/A,,,,,
EMP04628,Albert,Stone,Albert Stone,Male,1994-11-17,2017-02-24,,Customer Service,Support Specialist,New York,Rochester,Bachelor,58858,Active,HQ,31,9,0.0,N/A,,,,,
EMP04629,Heather,Farmer,Heather Farmer,Female,1997-09-18,2021-01-24,,IT,Software Developer,Michigan,Warren,Master,86599,Active,Branch,28,5,0.0,N/A,,,,,
EMP04630,Caitlyn,Clark,Caitlyn Clark,Male,1991-04-25,2019-10-15,,Operations,Logistics Coordinator,New York,New York City,Bachelor,65154,Active,HQ,34,6,0.0,N/A,,,,,
EMP04631,Donna,Watson,Donna Watson,Male,1980-09-19,2021-06-11,,Marketing,Content Creator,New York,New York City,High School,63206,Active,HQ,45,4,0.0,N/A,,,,,
EMP04632,Madeline,Barnes,Madeline Barnes,Female,1982-04-11,2023-03-09,,Operations,Logistics Coordinator,New York,Rochester,Bachelor,56768,Active,HQ,43,3,0.0,N/A,,,,,
EMP04633,Sharon,Sanford,Sharon Sanford,Male,1965-07-13,2022-10-16,,IT,System Administrator,New York,New York City,Master,98748,Active,HQ,60,3,0.0,N/A,,,,,
EMP04634,Lisa,Barnett,Lisa Barnett,Male,2002-05-26,2015-05-22,,Operations,Inventory Specialist,New York,New York City,Bachelor,68386,Active,HQ,23,10,0.0,N/A,,,,,
EMP04635,Natasha,Rodriguez,Natasha Rodriguez,Female,1995-08-06,2020-03-04,,Customer Service,Help Desk Technician,Michigan,Detroit,Bachelor,56775,Active,Branch,30,6,0.0,N/A,,,,,
EMP04636,Anthony,Harris,Anthony Harris,Female,1982-09-29,2018-06-06,,Operations,Logistics Coordinator,New York,Rochester,Bachelor,56799,Active,HQ,43,7,0.0,N/A,,,,,
EMP04637,Colleen,Stout,Colleen Stout,Male,2000-01-15,2017-04-13,,Sales,Sales Representative,New York,New York City,Bachelor,64602,Active,HQ,26,8,0.0,N/A,,,,,
EMP04638,Christy,Johnson,Christy Johnson,Male,1991-09-03,2016-01-11,,IT,IT Support Specialist,New York,New York City,High School,62337,Active,HQ,34,10,0.0,N/A,,,,,
EMP04639,Martin,Oneal,Martin Oneal,Male,2000-09-11,2017-01-14,,Operations,Logistics Coordinator,New York,Rochester,Bachelor,69115,Active,HQ,25,9,0.0,N/A,,,,,
EMP04640,Jessica,Thomas,Jessica Thomas,Male,1985-07-04,2024-06-07,,Sales,Sales Representative,New York,New York City,Bachelor,84223,Active,HQ,40,1,0.0,N/A,,,,,
EMP04641,Brandon,Bennett,Brandon Bennett,Female,1998-05-31,2017-08-21,,Operations,Operations Analyst,Michigan,Grand Rapids,Master,65500,Active,Branch,27,8,0.0,N/A,,,,,
EMP04642,Jennifer,Jackson,Jennifer Jackson,Female,1989-05-21,2020-02-08,,Customer Service,Customer Service Representative,Michigan,Warren,Bachelor,58822,Active,Branch,36,6,0.0,N/A,,,,,
EMP04643,Alexis,Prince,Alexis Prince,Female,1978-05-08,2017-02-05,,Customer Service,Support Specialist,New York,Rochester,High School,63218,Active,HQ,47,9,0.0,N/A,,,,,
EMP04644,Robert,Jones,Robert Jones,Female,1986-03-10,2023-07-04,,Sales,Sales Representative,New York,Rochester,Bachelor,70306,Active,HQ,40,2,0.0,N/A,,,,,
EMP04645,Steven,Perry,Steven Perry,Female,1985-04-29,2024-12-14,,Operations,Logistics Coordinator,New York,Buffalo,Bachelor,55729,Active,HQ,40,1,0.0,N/A,,,,,
EMP04646,Amanda,Taylor,Amanda Taylor,Male,1999-02-10,2022-08-23,,Operations,Inventory Specialist,New York,Buffalo,Bachelor,63242,Active,HQ,27,3,0.0,N/A,,,,,
EMP04647,Lisa,Smith,Lisa Smith,Female,1980-07-28,2023-07-04,,Sales,Sales Consultant,Michigan,Detroit,Master,79196,Active,Branch,45,2,0.0,N/A,,,,,
EMP04648,Terrance,Leach,Terrance Leach,Male,1998-05-15,2020-02-19,,Operations,Logistics Coordinator,Ohio,Cincinnati,Bachelor,66481,Active,Branch,27,6,0.0,N/A,,,,,
EMP04649,Marcus,Fernandez,Marcus Fernandez,Female,1960-02-29,2022-08-27,,Operations,Logistics Coordinator,New York,Rochester,Bachelor,56154,Active,HQ,66,3,0.0,N/A,,,,,
EMP04650,Elizabeth,Davis,Elizabeth Davis,Female,1980-08-20,2022-07-11,,Customer Service,Customer Service Representative,New York,Rochester,Bachelor,54837,Active,HQ,45,3,0.0,N/A,,,,,
EMP04651,Kaitlyn,Christian,Kaitlyn Christian,Male,1988-03-24,2022-03-18,,Sales,Sales Representative,Pennsylvania,Pittsburgh,Bachelor,65656,Active,Branch,38,4,0.0,N/A,,,,,
EMP04652,David,Robertson,David Robertson,Male,1978-12-06,2017-11-09,,Operations,Logistics Coordinator,New York,Rochester,Bachelor,66293,Active,HQ,47,8,0.0,N/A,,,,,
EMP04653,Sheri,Perez,Sheri Perez,Male,1960-11-27,2017-02-01,,Operations,Inventory Specialist,Ohio,Cincinnati,Bachelor,70660,Active,Branch,65,9,0.0,N/A,,,,,
EMP04654,Julia,Love,Julia Love,Male,1960-01-30,2024-04-19,,Sales,Sales Specialist,New York,New York City,Master,80419,Active,HQ,66,1,0.0,N/A,,,,,
EMP04655,Olivia,Garcia,Olivia Garcia,Female,1969-08-20,2018-03-29,,IT,Software Developer,New York,New York City,Master,88435,Active,HQ,56,8,0.0,N/A,,,,,
EMP04656,John,Blair,John Blair,Female,1984-04-14,2020-04-26,,Customer Service,Customer Service Representative,Pennsylvania,Philadelphia,Bachelor,59118,Active,Branch,41,5,0.0,N/A,,,,,
EMP04657,Mark,Dickson,Mark Dickson,Female,1983-10-10,2023-09-17,,Customer Service,Customer Service Representative,New York,New York City,High School,58365,Active,HQ,42,2,0.0,N/A,,,,,
EMP04658,Brittany,Black,Brittany Black,Male,1991-06-25,2020-12-09,,IT,Software Developer,Ohio,Cleveland,Bachelor,90390,Active,Branch,34,5,0.0,N/A,,,,,
EMP04659,Joseph,Lam,Joseph Lam,Female,1987-12-19,2019-05-08,,IT,Software Developer,New York,Rochester,Master,101558,Active,HQ,38,6,0.0,N/A,,,,,
EMP04660,Robert,Stanley,Robert Stanley,Male,1977-05-15,2017-08-14,,IT,Software Developer,Ohio,Columbus,Master,97136,Active,Branch,48,8,0.0,N/A,,,,,
EMP04661,Jill,Rosales,Jill Rosales,Female,1988-03-10,2016-10-17,,Operations,Inventory Specialist,North Carolina,Charlotte,High School,63658,Active,Branch,38,9,0.0,N/A,,,,,
EMP04662,Rebecca,Cruz,Rebecca Cruz,Female,1982-02-13,2019-01-19,,Finance,Accountant,New York,New York City,Bachelor,77954,Active,HQ,44,7,0.0,N/A,,,,,
EMP04663,Laura,Petty,Laura Petty,Female,1978-02-20,2019-01-06,,IT,Software Developer,New York,New York City,Master,87992,Active,HQ,48,7,0.0,N/A,,,,,
EMP04664,Douglas,Johnson,Douglas Johnson,Male,1975-03-14,2016-11-04,,Operations,Logistics Coordinator,New York,Rochester,Bachelor,63299,Active,HQ,51,9,0.0,N/A,,,,,
EMP04665,John,Sanders,John Sanders,Male,1972-04-22,2024-01-05,,Sales,Sales Representative,North Carolina,Greensboro,Bachelor,85584,Active,Branch,53,2,0.0,N/A,,,,,
EMP04666,Ashley,Webb,Ashley Webb,Female,1991-10-29,2019-05-14,,Customer Service,Customer Service Representative,West Virginia,Morgantown,High School,62227,Active,Branch,34,6,0.0,N/A,,,,,
EMP04667,Jacob,Kane,Jacob Kane,Male,1976-11-01,2021-08-13,,Customer Service,Customer Service Representative,Michigan,Detroit,High School,68328,Active,Branch,49,4,0.0,N/A,,,,,
EMP04668,Richard,Haney,Richard Haney,Female,1960-09-22,2020-06-25,,Sales,Sales Manager,Ohio,Cleveland,Master,91665,Active,Branch,65,5,0.0,N/A,,,,,
EMP04669,Christine,Gardner,Christine Gardner,Female,1990-05-19,2016-02-15,,Customer Service,Support Specialist,New York,New York City,High School,53065,Active,HQ,35,10,0.0,N/A,,,,,
EMP04670,Julie,Rios,Julie Rios,Male,1976-04-25,2017-07-19,,Sales,Sales Consultant,Pennsylvania,Philadelphia,PhD,70394,Active,Branch,49,8,0.0,N/A,,,,,
EMP04671,Sandra,Rogers,Sandra Rogers,Male,1981-04-25,2024-12-12,,IT,System Administrator,New York,Buffalo,Master,74841,Active,HQ,44,1,0.0,N/A,,,,,
EMP04672,Jacob,Peterson,Jacob Peterson,Male,1982-12-03,2024-12-04,,Operations,Logistics Coordinator,New York,Rochester,Bachelor,68590,Active,HQ,43,1,0.0,N/A,,,,,
EMP04673,Tony,Dunn,Tony Dunn,Female,1975-11-27,2015-09-15,,Operations,Inventory Specialist,West Virginia,Morgantown,Bachelor,59759,Active,Branch,50,10,0.0,N/A,,,,,
EMP04674,Colin,Chase,Colin Chase,Male,1994-09-19,2022-10-24,,HR,HR Assistant,Illinois,Naperville,Bachelor,67692,Active,Branch,31,3,0.0,N/A,,,,,
EMP04675,April,Brown,April Brown,Male,2001-07-01,2020-05-21,,Operations,Logistics Coordinator,Michigan,Warren,Bachelor,58486,Active,Branch,24,5,0.0,N/A,,,,,
EMP04676,Ronald,Johnson,Ronald Johnson,Female,1960-08-12,2018-07-31,,IT,Software Developer,New York,New York City,Master,112422,Active,HQ,65,7,0.0,N/A,,,,,
EMP04677,David,Perez,David Perez,Male,1974-06-29,2024-06-26,,IT,IT Support Specialist,New York,Rochester,High School,61901,Active,HQ,51,1,0.0,N/A,,,,,
EMP04678,Maria,Martinez,Maria Martinez,Male,1972-08-12,2023-10-04,,Sales,Sales Specialist,North Carolina,Greensboro,PhD,71356,Active,Branch,53,2,0.0,N/A,,,,,
EMP04679,Kenneth,Marks,Kenneth Marks,Female,1984-05-15,2016-04-29,,Marketing,Content Creator,New York,New York City,Bachelor,64968,Active,HQ,41,9,0.0,N/A,,,,,
EMP04680,Shaun,Tran,Shaun Tran,Male,1963-10-14,2023-02-02,,IT,System Administrator,New York,New York City,Bachelor,91400,Active,HQ,62,3,0.0,N/A,,,,,
EMP04681,Tammy,Bonilla,Tammy Bonilla,Female,1983-06-23,2017-03-12,,Customer Service,Help Desk Technician,Virginia,Virginia Beach,High School,73638,Active,Branch,42,9,0.0,N/A,,,,,
EMP04682,Raymond,Pugh,Raymond Pugh,Female,1995-12-07,2023-07-18,,Sales,Sales Consultant,New York,New York City,Bachelor,82972,Active,HQ,30,2,0.0,N/A,,,,,
EMP04683,James,Larsen,James Larsen,Female,1997-02-10,2016-03-27,,Sales,Sales Manager,New York,New York City,Master,110236,Active,HQ,29,10,0.0,N/A,,,,,
EMP04684,Kimberly,Gonzalez,Kimberly Gonzalez,Female,1994-08-05,2015-10-17,,Sales,Sales Specialist,Michigan,Grand Rapids,Bachelor,68545,Active,Branch,31,10,0.0,N/A,,,,,
EMP04685,Michael,Burke,Michael Burke,Female,1993-05-28,2022-02-28,,Sales,Sales Representative,West Virginia,Huntington,Bachelor,70743,Active,Branch,32,4,0.0,N/A,,,,,
