employee_id,first_name,last_name,department,job_title,risk_score,risk_label,top_factor_1,top_factor_2,top_factor_3,age,length_of_hire,salary,model_version
EMP06081,Angelica,Smith,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,66.0,2.9,58122,XGBoost
EMP04732,Catherine,Harrell,Customer Service,Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,31.3,3.5,68425,XGBoost
EMP04721,Molly,Ortega,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,49.0,2.4,63948,XGBoost
EMP02896,Terri,Rangel,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,43.7,5.9,65712,XGBoost
EMP07687,Edward,Macdonald,Finance,Financial Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,54.7,10.1,69199,XGBoost
EMP08344,Christopher,Ryan,Operations,Operations Manager,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,42.4,7.5,79278,XGBoost
EMP02875,Erica,Mendez,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,59.0,1.5,68234,XGBoost
EMP02876,Ann,Gibson,Customer Service,Customer Service Manager,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,30.2,8.8,103007,XGBoost
EMP05005,David,Gill,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,44.6,10.0,58591,XGBoost
EMP04981,Victoria,Gibbs,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,51.2,4.5,58396,XGBoost
EMP04985,Allen,Vance,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,27.5,8.8,65676,XGBoost
EMP01409,Mary,Webb,Sales,Sales Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,37.5,5.7,80280,XGBoost
EMP02106,Kenneth,Jackson,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,45.4,7.5,83446,XGBoost
EMP02110,Diana,Carter,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,47.4,9.5,68324,XGBoost
EMP08246,Charles,Watson,Sales,Sales Manager,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,55.7,7.9,106685,XGBoost
EMP08250,Jacob,Warren,Sales,Sales Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,42.2,4.1,61167,XGBoost
EMP08252,David,Reyes,Customer Service,Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,42.0,8.8,63655,XGBoost
EMP05753,Tracy,Massey,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,63.4,3.1,92284,XGBoost
EMP05762,Christopher,Martin,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,37.2,3.5,69563,XGBoost
EMP07236,Donald,Conrad,Marketing,Marketing Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,64.9,3.4,69235,XGBoost
EMP05021,Jessica,Vargas,IT,Software Developer,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,24.5,2.3,105625,XGBoost
EMP03399,Felicia,Townsend,Marketing,SEO Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,50.3,8.1,64762,XGBoost
EMP08532,Sarah,Perez,Marketing,SEO Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,37.0,11.2,91987,XGBoost
EMP08535,Nancy,Taylor,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,53.4,3.1,66851,XGBoost
EMP01672,Edward,Shaffer,Marketing,Content Creator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,62.3,5.1,58811,XGBoost
EMP06824,Nicole,Jennings,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,44.0,2.5,56647,XGBoost
EMP06834,Michael,Grant,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,39.5,5.9,70774,XGBoost
EMP00935,Anita,Mullen,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,55.2,9.0,64668,XGBoost
EMP00938,Jo,Ware,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,52.3,8.8,74120,XGBoost
EMP00891,Tyler,Jensen,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,48.2,5.8,74903,XGBoost
EMP01371,Jennifer,Walker,IT,IT Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,41.5,5.5,54841,XGBoost
EMP03957,Brian,Ayala,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,29.9,3.4,91428,XGBoost
EMP01968,Heather,Salazar,IT,Software Developer,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,53.3,9.1,88535,XGBoost
EMP08361,Jennifer,Jacobs,Finance,Accountant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,23.6,7.7,59420,XGBoost
EMP08367,Christian,Gonzalez,Marketing,SEO Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,54.4,2.3,86774,XGBoost
EMP05861,Donald,Shea,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,62.7,3.0,94095,XGBoost
EMP05867,Kelly,Stone,IT,IT Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,24.5,8.8,59734,XGBoost
EMP01932,Marcus,Johnson,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,23.6,3.8,81847,XGBoost
EMP07666,Gabrielle,Wright,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,33.5,8.1,58496,XGBoost
EMP02909,Brooke,Jones,Customer Service,Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,65.5,3.4,76796,XGBoost
EMP02860,Albert,Paul,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,42.7,10.5,61427,XGBoost
EMP03415,Carlos,Barnes,IT,Software Developer,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,30.1,6.3,103293,XGBoost
EMP03422,Samuel,Hicks,Sales,Sales Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,46.7,2.7,68634,XGBoost
EMP06072,Timothy,Sloan,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,52.9,7.9,66507,XGBoost
EMP05412,Jamie,Greene,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,43.7,9.9,101001,XGBoost
EMP02610,Lynn,Elliott,Customer Service,Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,45.0,3.6,60642,XGBoost
EMP02588,Emily,Anderson,Marketing,Marketing Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,34.7,9.3,70313,XGBoost
EMP03967,Pamela,Mcguire,Marketing,Marketing Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,32.0,2.7,65611,XGBoost
EMP03996,Renee,Webster,HR,Recruiter,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,53.4,5.9,59412,XGBoost
EMP03452,Jacob,Henry,Finance,Financial Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,55.0,3.5,75629,XGBoost
EMP03456,Charles,Sanchez,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,30.0,8.3,61169,XGBoost
EMP06817,Aaron,Joyce,Sales,Sales Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,55.5,8.2,73708,XGBoost
EMP04692,Amber,Friedman,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,50.9,8.8,63839,XGBoost
EMP04702,Peter,Moore,Sales,Sales Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,48.9,3.8,83167,XGBoost
EMP06324,Robert,Morrison,Marketing,Marketing Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,33.7,2.5,65940,XGBoost
EMP06326,Stephanie,Hernandez,HR,Recruiter,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,26.0,3.7,57675,XGBoost
EMP07900,Alison,Thomas,Marketing,Content Creator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,52.9,2.1,65017,XGBoost
EMP02564,Jose,Christian,Sales,Sales Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,30.5,4.2,60685,XGBoost
EMP07918,Joseph,Gregory,Sales,Sales Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,27.0,2.0,70282,XGBoost
EMP02559,Robert,White,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,62.8,4.3,60968,XGBoost
EMP08892,Maria,Smith,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,54.2,2.2,98897,XGBoost
EMP08894,Timothy,Spencer,Customer Service,Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,56.2,3.5,61903,XGBoost
EMP06338,Megan,Garcia,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,36.9,5.8,56320,XGBoost
EMP01368,Robert,Williams,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,32.4,10.0,55015,XGBoost
EMP08641,Tina,Henson,Sales,Sales Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,56.1,4.0,71427,XGBoost
EMP01348,Stephen,Madden,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,49.2,3.0,60206,XGBoost
EMP01351,Laurie,Edwards,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,30.3,2.5,58212,XGBoost
EMP06788,Jeanne,Christensen,IT,IT Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,29.0,7.4,53875,XGBoost
EMP06789,Matthew,Young,Sales,Sales Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,47.0,8.7,60646,XGBoost
EMP06791,Jason,Kelley,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,44.3,9.9,58973,XGBoost
EMP06798,Gregory,Lewis,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,39.4,2.9,55366,XGBoost
EMP03993,Jamie,Lopez,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,59.0,2.8,88219,XGBoost
EMP01332,Johnny,Miles,IT,System Administrator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,28.6,3.0,69922,XGBoost
EMP05450,Jonathan,Moon,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,30.6,2.3,81053,XGBoost
EMP02520,Linda,Manning,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,49.5,2.3,71901,XGBoost
EMP02131,Laura,Reyes,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,30.5,2.9,88878,XGBoost
EMP08241,Joshua,Joseph,Sales,Sales Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,42.9,8.8,52370,XGBoost
EMP07934,Eric,Bailey,IT,IT Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,49.9,3.5,58977,XGBoost
EMP07936,Daniel,Munoz,Sales,Sales Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,47.8,6.5,68391,XGBoost
EMP07937,Cassandra,Martinez,Finance,Accountant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,54.1,7.5,79555,XGBoost
EMP04029,Amber,Williams,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,26.3,3.0,57622,XGBoost
EMP04033,Erin,Jones,Sales,Sales Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,40.2,4.8,63049,XGBoost
EMP06814,Blake,Frank,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,27.8,9.1,56171,XGBoost
EMP00920,Alex,Green,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,48.3,5.7,68994,XGBoost
EMP04689,Nicholas,Garcia,Sales,Sales Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,34.5,9.1,68388,XGBoost
EMP06050,Virginia,Johnson,Customer Service,Customer Service Manager,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,30.7,1.6,69870,XGBoost
EMP06062,James,Gomez,Marketing,Content Creator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,54.0,5.4,70317,XGBoost
EMP06063,Cheryl,Lopez,Sales,Sales Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,62.8,3.0,68243,XGBoost
EMP08530,Debra,Guerrero,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,32.5,3.3,59936,XGBoost
EMP01688,Sue,Oneill,Customer Service,Help Desk Technician,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,29.0,10.6,70609,XGBoost
EMP01691,Charles,Martin,HR,HR Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,34.1,8.0,67833,XGBoost
EMP07269,Matthew,Wilson,Customer Service,Customer Service Manager,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,52.8,1.6,68796,XGBoost
EMP04660,Robert,Stanley,IT,Software Developer,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,48.9,8.6,97136,XGBoost
EMP04665,John,Sanders,Sales,Sales Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,53.9,2.2,85584,XGBoost
EMP04667,Jacob,Kane,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,49.4,4.6,68328,XGBoost
EMP04675,April,Brown,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,24.8,5.9,58486,XGBoost
EMP04038,Kelly,Hernandez,Customer Service,Help Desk Technician,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,65.4,3.6,71125,XGBoost
EMP04041,William,Perkins,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,46.1,10.9,62043,XGBoost
EMP04048,Melanie,Rose,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,29.8,3.2,56729,XGBoost
EMP06763,Wendy,Hawkins,Marketing,Content Creator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,35.6,5.7,64702,XGBoost
EMP07657,Brandi,Patel,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,41.9,2.4,86995,XGBoost
EMP00418,Bruce,Mendoza,IT,System Administrator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,52.2,7.8,103091,XGBoost
EMP00420,Renee,Jones,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,40.1,6.2,61715,XGBoost
EMP00371,Alyssa,Mcintyre,Finance,Accountant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,38.2,3.4,84689,XGBoost
EMP00382,Emily,Ruiz,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,52.2,7.6,57980,XGBoost
EMP01704,Nicole,Parker,Finance,Accountant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,50.0,4.0,61333,XGBoost
EMP01710,Derek,Fry,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,28.6,7.7,77685,XGBoost
EMP06771,Jacob,Scott,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,64.0,8.8,114463,XGBoost
EMP04068,Julia,Martinez,Sales,Sales Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,45.3,7.2,70026,XGBoost
EMP04072,Michael,Morales,Sales,Sales Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,44.9,8.7,85452,XGBoost
EMP04074,Phyllis,Villanueva,Customer Service,Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,28.8,6.6,62755,XGBoost
EMP04075,Chelsea,Rodriguez,Marketing,Content Creator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,42.5,6.5,55680,XGBoost
EMP08652,Amy,Weber,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,66.3,3.2,98488,XGBoost
EMP04056,William,Melendez,Finance,Financial Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,62.8,4.6,107897,XGBoost
EMP00918,Erica,Ross,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,42.3,9.5,54994,XGBoost
EMP02527,Sharon,Cox,Marketing,SEO Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,42.5,6.5,83186,XGBoost
EMP02500,Justin,Martin,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,61.9,7.5,71715,XGBoost
EMP02505,Benjamin,Moore,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,25.8,8.1,82992,XGBoost
EMP08206,Robert,Smith,Sales,Sales Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,44.0,6.3,64541,XGBoost
EMP05472,Robert,Rivera,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,28.0,10.2,88968,XGBoost
EMP06759,Christopher,Long,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,64.2,4.0,68358,XGBoost
EMP06760,Laura,Jensen,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,38.9,6.3,61778,XGBoost
EMP00992,Sharon,Wood,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,61.6,9.7,73414,XGBoost
EMP00939,Brittany,Price,IT,IT Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,55.0,9.5,56337,XGBoost
EMP06342,Rachel,Gardner,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,30.8,2.4,70426,XGBoost
EMP02532,Johnny,Cruz,Customer Service,Help Desk Technician,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,42.8,6.6,89784,XGBoost
EMP02160,Gregory,Vasquez,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,36.5,2.1,84797,XGBoost
EMP08227,Lisa,Padilla,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,44.6,2.0,75881,XGBoost
EMP02118,Joel,White,IT,IT Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,47.2,9.7,62965,XGBoost
EMP06345,William,Kaiser,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,54.3,8.6,64799,XGBoost
EMP04646,Amanda,Taylor,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,27.1,3.6,63242,XGBoost
EMP06745,Cynthia,Poole,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,41.5,2.2,61141,XGBoost
EMP06749,Isaiah,Brown,Customer Service,Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,28.2,10.1,60377,XGBoost
EMP04088,Megan,Simmons,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,38.3,6.9,58786,XGBoost
EMP04090,Bobby,Landry,Marketing,Marketing Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,30.3,3.3,63002,XGBoost
EMP07276,Jeremiah,Lynch,Sales,Sales Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,31.2,10.2,75100,XGBoost
EMP07278,Tara,Bailey,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,28.2,7.1,59214,XGBoost
EMP00591,Michael,Bolton,Marketing,Content Creator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,23.0,3.0,58980,XGBoost
EMP00599,Cassie,Shelton,Marketing,Content Creator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,46.8,3.9,52793,XGBoost
EMP00604,Paul,Hoffman,IT,IT Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,61.2,9.0,75475,XGBoost
EMP06037,William,Rivers,IT,System Administrator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,25.4,5.5,102888,XGBoost
EMP03365,Ethan,Gonzalez,IT,Software Developer,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,40.3,3.7,85132,XGBoost
EMP03367,Robert,Pierce,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,35.6,10.4,71318,XGBoost
EMP07285,Margaret,Jackson,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,23.4,2.6,54184,XGBoost
EMP07287,Melissa,Li,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,37.2,8.0,94964,XGBoost
EMP07288,Kayla,Howell,Sales,Sales Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,28.8,8.8,62992,XGBoost
EMP07634,Cathy,Cross,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,66.8,2.1,68042,XGBoost
EMP07959,Amy,Sloan,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,23.6,5.6,54313,XGBoost
EMP06363,Christopher,Moore,IT,Software Developer,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,25.4,3.3,84567,XGBoost
EMP06366,Anita,Wagner,IT,IT Manager,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,23.0,4.8,121086,XGBoost
EMP02944,Sharon,Torres,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,40.6,2.0,67575,XGBoost
EMP02946,Shelley,Rowland,Customer Service,Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,29.9,2.6,55635,XGBoost
EMP02947,Nicole,Johns,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,24.5,6.2,94359,XGBoost
EMP07647,John,Carter,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,34.1,7.5,82502,XGBoost
EMP08384,Matthew,Sanchez,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,27.6,7.0,59040,XGBoost
EMP08387,Rick,Wright,Customer Service,Help Desk Technician,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,39.2,2.5,57900,XGBoost
EMP03327,Christopher,Mitchell,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,37.7,7.3,57964,XGBoost
EMP08503,Rachael,Nelson,Customer Service,Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,28.4,8.5,61401,XGBoost
EMP08506,Shawn,Taylor,Marketing,Content Creator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,26.7,6.7,66536,XGBoost
EMP04124,Jason,Hamilton,Finance,Accountant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,24.8,7.7,63930,XGBoost
EMP04105,Kenneth,Rodriguez,Customer Service,Support Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,34.6,2.5,61520,XGBoost
EMP04108,Derrick,Ramirez,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,25.6,2.5,54136,XGBoost
EMP04110,Julie,Walker,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,34.2,2.2,55756,XGBoost
EMP06727,Christina,Thompson,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,43.3,8.7,63940,XGBoost
EMP08513,Jessica,Campbell,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,51.1,7.8,70351,XGBoost
EMP06032,Jennifer,King,Marketing,Content Creator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,51.6,8.9,59272,XGBoost
EMP05048,Eric,Rojas,Finance,Financial Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,42.8,4.8,90329,XGBoost
EMP05050,Kristina,James,IT,System Administrator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,29.3,3.3,76840,XGBoost
EMP05056,Tyler,Moore,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,54.7,7.4,59454,XGBoost
EMP07306,Courtney,Thomas,HR,Recruiter,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,46.7,8.6,68399,XGBoost
EMP03343,John,Ryan,IT,Software Developer,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,47.8,5.4,86585,XGBoost
EMP03346,Crystal,Long,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,58.4,7.3,65401,XGBoost
EMP03319,Stephen,Gonzales,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,48.8,7.9,61421,XGBoost
EMP07618,George,Jordan,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,39.0,2.3,68100,XGBoost
EMP01921,Bobby,Forbes,Marketing,Marketing Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,46.1,3.7,53801,XGBoost
EMP08884,Charlene,Preston,Customer Service,Customer Service Manager,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,32.4,7.7,86553,XGBoost
EMP02162,Dawn,Gaines,Operations,Operations Analyst,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,37.9,7.5,70674,XGBoost
EMP02132,Suzanne,Vega,Finance,Finance Manager,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,39.3,5.2,103057,XGBoost
EMP02511,Rachel,Russell,Operations,Logistics Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,40.7,2.9,60112,XGBoost
EMP01272,Breanna,Smith,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,44.7,7.6,64519,XGBoost
EMP00191,Omar,Smith,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,53.8,2.9,96575,XGBoost
EMP08390,Kaitlyn,Jones,Marketing,Content Creator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,42.7,2.7,65816,XGBoost
EMP02961,Jennifer,Fox,HR,HR Coordinator,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,51.6,6.7,65363,XGBoost
EMP07621,Robert,Mendoza,Finance,Accounts Payable Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,38.8,2.8,63629,XGBoost
EMP03324,Richard,Edwards,Customer Service,Customer Service Representative,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,30.1,5.2,56768,XGBoost
EMP01763,Jacqueline,Moody,Operations,Inventory Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,37.5,6.1,58711,XGBoost
EMP07322,Elizabeth,Robertson,Sales,Sales Specialist,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,60.4,6.8,84185,XGBoost
EMP05878,Paul,Cohen,Sales,Sales Consultant,0.0004,Low,Short Tenure,Length Of Hire,Year Hired,31.4,2.2,76486,XGBoost
